代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	换手Z	流通市值Z	市盈(TTM)	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	现均差%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	存货(亿)	应收帐款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
002405	四维图新	10.01	18.18	1.82	20.00	20.00	0	0	--  	--  	--  	--  	--  	18.18	  1105.91	0	  8.69	软件服务	北京	0.00	18.18	0	0	--  	33749	33749	14889	67498000	--  	0.44	29778000	         15.76	        286.44亿	        356.61亿	  0.00	      0	--  	--  	2	12.64	3.35	10.99	12.92	--  	        219.01亿	125.55	74.44	1.21	上穿BOLL上轨				10.01	--  	--  	10.01	--  	--  	--  	--  	20191223	20100518	         19.62	--  	--  	85.75	73.66	          1.80	12.00	30.82	6.47	10.49	9.61	1.09	6.81	39.49	15.35	4.32	0.02	-1.45	0.01	-0.11	0.24	-0.05	15.41	-0.29	-8.43	164001.00	          7346	13.35万	-88.97	0.76	          4.84	-1221.93	23.23	0.05	0.012㈢	          3.76	0.00	          2.01	          0.79	         -0.01	         85.90	   0.33㈢	         71.86	          0.11	          1.58	7.11	4261	002405	--  	--  	--  	
600480	凌云股份	10.01	9.99	1.00	10.99	10.99	0	0	--  	--  	--  	--  	--  	9.99	--  	0	  6.13	汽车配件	河北	0.00	9.99	0	0	--  	5070	5070	-1654	5571900	--  	--  	--  	          5.45	         54.48亿	         54.79亿	  0.00	      0	--  	--  	2	3.95	20.22	67.62	30.08	--  	         29.23亿	--  	20.14	1.28	-- -- 				10.01	--  	--  	10.01	--  	--  	--  	--  	20191030	20030815	          5.48	--  	--  	149.32	45.94	         18.87	56.59	90.24	27.51	3.72	69.22	22.78	31.24	25.13	83.92	69.95	0.92	0.15	1.04	0.80	-0.90	-1.22	14.03	-8.32	-2.37	45243.00	          6467	6.46万	-140.73	-7.96	          1.19	-6.59	0.65	2.01	-0.190㈢	          8.38	0.00	          4.58	          2.56	         -1.52	         30.77	  -1.95㈢	         16.65	          1.10	         -1.07	3.21	8998	600480	--  	--  	--  	
300658	延江股份	10.01	21.18	2.12	23.30	23.30	0	0	--  	--  	--  	--  	--  	21.18	    37.80	0	  2.82	纺织	福建	0.00	21.18	0	0	--  	1332	1332	5657	3103600	--  	4.25	13180810	          0.42	          8.90亿	         32.12亿	  0.00	      0	--  	--  	2	9.12	33.12	43.69	41.77	--  	          8.90亿	40.91	66.08	0.75	KDJ金叉				10.01	--  	--  	10.01	--  	--  	--  	--  	20200211	20170602	          1.52	--  	--  	14.10	8.20	          0.08	41.27	7.05	3.18	0.11	5.46	1.34	1.86	4.18	7.69	5.52	0.69	-0.01	0.78	0.63	0.64	0.56	2.25	0.67	-0.23	11456.00	          3666	7.77万	88.43	45.06	          3.92	47.77	4.18	0.70	0.420㈢	          5.40	0.00	          2.75	          1.48	          0.44	         58.15	   7.78㈢	         28.22	          8.95	          8.29	0.26	1133	300658	--  	--  	--  	
002125	湘潭电化	10.01	11.29	1.13	12.42	12.42	0	0	--  	--  	--  	--  	--  	11.29	    62.55	0	 39.21	化工原料	湖南	0.00	11.29	0	0	--  	33566	33566	30362	41689000	--  	0.90	37709604	          5.53	         62.43亿	         62.43亿	  0.00	      0	--  	--  	5	33.14	88.80	144.37	120.08	--  	         30.76亿	74.84	88.26	1.43	顶部缩量				10.01	--  	--  	10.01	--  	--  	--  	--  	20200221	20070403	          5.53	--  	--  	34.77	12.08	          0.16	64.82	12.20	17.38	2.12	16.89	4.57	3.01	4.62	9.13	6.78	0.86	0.10	0.84	0.75	0.75	0.74	1.71	1.30	0.29	23853.00	         11423	12.90万	20.40	19.42	          5.17	48.17	6.84	0.33	0.135㈢	          2.18	0.00	          0.84	          0.31	          0.23	         34.73	   6.20㈢	         25.73	          9.41	          8.20	0.05	1326	002125	--  	--  	--  	
603893	瑞芯微	10.01	36.17	3.62	39.79	39.79	0	0	--  	--  	--  	--  	--  	36.17	    88.16	0	 51.40	半导体	福建	0.00	36.17	0	0	--  	257	257	708714	1022600	--  	2757.64	2819973120	          0.42	         15.19亿	        149.12亿	  0.00	      0	--  	--  	11	33.12	273.66	273.66	273.66	--  	         15.19亿	78.81	77.60	0.00	-- -- 				10.01	--  	--  	10.01	--  	--  	--  	--  	20200206	20200207	          4.12	--  	--  	18.78	16.38	--  	12.75	16.29	0.29	1.35	2.12	2.98	1.15	7.09	9.40	5.70	1.22	0.03	1.27	1.27	1.27	1.06	5.17	2.29	-1.17	44709.00	           939	3.40万	0.00	0.00	          7.55	65.09	15.87	0.00	0.308㈢	          4.79	4.79	          1.72	          1.25	          0.56	         87.25	   7.74㈢	         39.29	         12.94	         13.50	2.18	687	603893	--  	--  	--  	
300561	汇金科技	10.01	15.89	1.59	17.48	17.48	0	0	--  	--  	--  	--  	--  	15.89	   172.72	0	  5.93	软件服务	广东	0.00	15.89	0	0	--  	2937	2937	1453	5133900	--  	0.49	2539844	          1.34	         21.36亿	         40.32亿	  0.00	      0	--  	--  	2	5.73	-1.06	16.75	2.32	--  	         13.73亿	145.58	154.85	1.41	-- -- 				10.01	--  	--  	10.01	--  	--  	--  	--  	20191115	20161117	          2.54	--  	--  	7.15	6.70	         -0.01	6.38	5.14	0.11	0.11	0.37	0.43	1.61	1.83	1.44	0.59	0.20	0.08	0.20	0.17	0.18	0.10	2.05	0.06	-0.57	22557.00	          3829	6.08万	10.46	6.73	          6.01	700.21	28.02	0.84	0.069㈢	          2.64	0.00	          0.72	          0.81	          0.02	         93.71	   2.61㈢	         58.88	         14.01	         12.17	0.23	447	300561	--  	--  	--  	
300773	拉卡拉	10.01	92.15	9.22	101.37	101.37	0	0	--  	--  	--  	--  	--  	92.15	    44.87	0	  6.93	软件服务	北京	0.00	92.15	0	0	--  	1532	1532	662	15529900	--  	0.43	6710694	          0.40	         36.87亿	        368.61亿	  0.00	      0	--  	--  	-1	6.84	15.12	86.95	17.43	--  	         36.87亿	50.48	61.49	1.18	-- -- 				10.01	--  	--  	10.01	--  	--  	--  	--  	20191023	20190425	          4.00	--  	--  	105.77	47.64	          0.26	54.71	83.22	12.31	0.15	57.71	0.19	2.13	24.03	36.90	20.27	6.94	-0.07	7.16	6.25	6.16	5.94	17.90	5.96	13.19	23832.00	          1679	15.47万	0.00	0.00	          7.74	61.89	9.99	0.00	1.610㈢	         11.91	0.00	          6.01	          4.47	          1.49	         45.04	  12.93㈢	         45.08	         18.81	         16.70	1.98	3671	300773	--  	--  	--  	
300731	科创新源	10.01	38.78	3.88	42.66	42.66	0	0	--  	--  	--  	--  	--  	38.78	    69.31	0	  1.19	橡胶	深圳	0.00	38.78	0	0	--  	191	191	-55	814800	--  	--  	--  	          0.82	         31.89亿	         48.42亿	  0.00	      0	--  	--  	5	4.56	17.52	30.57	29.27	--  	         19.82亿	86.24	109.29	1.06	多头排列				10.01	--  	--  	10.01	--  	--  	--  	--  	20191024	20171208	          1.25	--  	--  	7.03	5.53	          0.06	20.59	4.43	0.39	0.04	1.37	0.42	0.59	3.21	2.35	1.40	0.54	0.14	0.55	0.44	0.52	0.20	1.16	0.38	0.04	12265.00	          4167	16.16万	29.21	11.51	          8.76	128.86	20.64	0.18	0.430㈢	          4.42	0.00	          2.57	          0.93	          0.30	         78.55	   9.48㈢	         40.21	         23.03	         22.34	0.13	374	300731	--  	--  	--  	
603345	安井食品	10.00	61.17	6.12	67.29	67.29	0	0	--  	--  	--  	--  	--  	61.17	    45.53	0	 11.88	食品	福建	0.00	61.17	0	0	--  	998	998	39447	6715500	--  	39.53	265438864	          2.30	        140.73亿	        144.59亿	  0.00	      0	--  	--  	-1	7.24	3.35	-6.47	2.96	--  	         70.62亿	46.34	53.50	0.68	EXPMA金叉				10.00	--  	--  	10.00	--  	--  	--  	--  	20200221	20170222	          2.36	--  	--  	49.03	25.88	--  	47.22	27.52	14.98	1.51	21.22	12.81	0.92	10.89	34.93	26.22	3.00	0.16	3.07	2.38	2.38	2.13	11.94	3.65	0.12	8184.00	         14106	86.28万	21.25	18.80	          5.44	39.60	4.14	0.59	1.070㈢	         11.25	11.25	          4.61	          5.05	          1.54	         52.78	   9.20㈢	         24.95	          8.60	          6.82	0.50	9245	603345	--  	--  	--  	
300482	万孚生物	10.00	61.77	6.18	67.95	67.95	0	0	--  	--  	--  	--  	--  	61.77	    54.71	0	 10.04	生物制药	广东	0.00	61.77	0	0	--  	1858	1858	2914	12625100	--  	1.57	19800630	          2.39	        147.82亿	        211.68亿	  0.00	      0	--  	--  	2	0.90	12.70	15.72	19.32	--  	         91.10亿	56.38	68.78	0.17	KDJ金叉				10.00	--  	--  	10.00	--  	--  	--  	--  	20191224	20150630	          3.43	--  	--  	28.29	21.16	          2.27	17.18	16.73	4.21	1.42	4.38	2.61	3.54	8.67	14.24	4.95	3.70	-0.03	3.68	3.10	2.90	2.81	8.95	1.35	-7.98	9101.00	         16205	100.10万	30.44	23.51	         10.00	156.49	14.86	0.36	0.860㈢	          6.18	0.00	          2.53	          2.61	          0.39	         74.80	  13.71㈢	         65.22	         25.95	         20.38	1.13	2252	300482	--  	--  	--  	
002123	梦网集团	10.00	20.89	2.09	22.98	22.98	0	0	--  	--  	--  	--  	--  	20.89	    70.23	0	  3.91	互联网	深圳	0.00	20.89	0	0	--  	6313	6313	-10531	14507300	--  	--  	--  	          6.65	        138.86亿	        170.41亿	  0.00	      0	--  	--  	2	9.10	8.24	-11.97	9.20	--  	        117.66亿	157.45	216.89	1.26	KDJ金叉				10.00	--  	--  	10.00	--  	--  	--  	--  	20200207	20070328	          8.16	--  	--  	66.58	46.64	          0.33	29.45	29.69	3.76	3.34	19.25	3.11	13.01	24.54	20.44	15.42	2.08	0.13	2.05	1.88	1.82	1.49	15.32	2.38	1.24	41303.00	         13637	28.49万	19.47	0.68	          3.62	71.53	8.34	0.00	0.230㈢	          5.76	5.76	          3.01	          1.88	          0.29	         70.06	   3.90㈢	         24.57	         10.18	          8.90	1.05	1305	002123	--  	--  	--  	
002335	科华恒盛	10.00	23.69	2.37	26.06	26.06	0	0	--  	--  	--  	--  	--  	23.69	    36.24	0	  7.09	电气设备	福建	0.00	23.69	0	0	--  	3603	3603	2807	9389400	--  	0.78	7315042	          2.23	         52.81亿	         64.32亿	  0.00	      0	--  	--  	2	10.19	28.33	54.43	45.61	--  	         26.42亿	66.22	86.03	1.29	KDJ金叉				10.00	--  	--  	10.00	--  	--  	--  	--  	20191024	20100113	          2.72	--  	--  	77.76	31.49	          2.31	56.54	31.67	16.13	3.96	24.73	5.37	17.30	21.35	25.80	17.89	1.70	-0.01	1.68	1.44	1.33	1.14	6.15	2.95	-4.33	20462.00	          5451	12.91万	20.20	16.77	          2.04	21.82	2.49	4.22	0.490㈢	         11.60	0.00	          7.86	          2.26	          1.09	         40.49	   4.23㈢	         30.65	          6.59	          5.16	1.46	4038	002335	--  	--  	--  	
603079	圣达生物	10.00	55.88	5.59	61.47	61.47	0	0	--  	--  	--  	--  	--  	55.88	   105.12	0	  1.22	食品	浙江	0.00	55.88	0	0	--  	371	371	2068	2280500	--  	5.57	12711996	          0.37	         20.40亿	         62.59亿	  0.00	      0	--  	--  	1	19.15	48.30	45.82	40.33	--  	         20.40亿	166.96	140.50	1.23	-- -- 				10.00	--  	--  	10.00	--  	--  	--  	--  	20191026	20170823	          1.12	--  	--  	15.12	8.81	          0.34	39.49	7.44	3.23	1.77	3.56	1.78	1.01	4.31	3.74	2.45	0.50	0.00	0.49	0.41	0.45	0.39	2.48	0.24	1.22	5823.00	          6270	35.04万	-13.65	5.44	          7.61	264.22	16.74	0.21	0.399㈢	          7.34	7.34	          3.85	          2.22	          0.21	         58.29	   5.07㈢	         34.47	         13.33	         11.94	0.18	994	603079	--  	--  	--  	
603290	斯达半导	10.00	63.38	6.34	69.72	69.72	0	0	--  	--  	--  	--  	--  	63.38	    73.40	0	 17.00	半导体	浙江	0.00	63.38	0	0	--  	102	102	1176651	711100	--  	11535.79	8203611136	          0.40	         25.35亿	        101.41亿	  0.00	      0	--  	--  	14	33.10	397.49	397.49	397.49	--  	         25.35亿	104.82	104.82	0.00	-- -- 				10.00	--  	--  	10.00	--  	--  	--  	--  	20200203	20200204	          1.60	--  	--  	8.81	5.28	         -0.03	40.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.66	0.00	1.14	0.00	1.14	1.14	1.04	0.53	0.00	-0.44	-0.44	42458.00	           942	5.97万	0.00	0.00	         10.27	-229.81	17.93	0.00	0.648㈢	          6.17	6.17	          0.00	          0.00	         -0.28	         59.93	  19.62㈢	--  	         20.19	         18.32	0.23	605	603290	--  	--  	--  	
603859	能科股份	10.00	33.39	3.34	36.73	36.73	0	0	--  	--  	--  	--  	--  	33.39	    62.57	0	  2.69	软件服务	北京	0.00	33.39	0	0	--  	602	602	-467	2211100	--  	--  	--  	          1.26	         42.22亿	         46.46亿	  0.00	      0	--  	--  	5	4.51	19.98	44.86	20.98	--  	         19.73亿	52.59	91.62	1.55	多头排列				10.00	--  	--  	10.00	--  	--  	--  	--  	20191209	20161021	          1.39	--  	--  	13.92	9.71	          0.87	23.97	9.71	1.31	0.72	3.25	1.71	6.08	4.83	5.20	3.06	0.71	0.00	0.71	0.61	0.56	0.55	3.30	-0.60	-0.82	10526.00	          5614	18.75万	208.37	93.22	          4.34	-76.90	8.93	0.11	0.460㈢	          7.69	7.69	          3.47	          2.37	         -0.43	         69.75	   5.73㈢	         41.15	         13.68	         10.71	0.53	542	603859	--  	--  	--  	
300037	新宙邦	10.00	39.29	3.93	43.22	43.22	0	0	--  	--  	--  	--  	--  	39.29	    46.65	0	  4.66	化工原料	深圳	0.00	39.29	0	0	--  	3116	3116	11183	13467400	--  	3.59	48332928	          2.57	        101.00亿	        148.83亿	  0.00	      0	--  	--  	2	-1.97	9.41	39.62	8.12	--  	         86.15亿	42.35	46.50	1.14	多头排列				10.00	--  	--  	10.00	--  	--  	--  	--  	20200213	20100108	          3.79	--  	--  	45.64	30.42	          0.93	31.31	21.44	8.95	2.59	11.74	3.89	8.27	12.37	16.97	10.88	2.81	0.12	2.81	2.44	2.39	2.30	13.12	3.88	-1.48	18402.00	         11916	46.82万	15.08	9.38	          4.53	38.35	8.77	0.43	0.640㈢	          8.68	8.68	          3.27	          3.46	          1.02	         66.65	   7.87㈢	         35.87	         16.58	         14.10	1.19	2098	300037	--  	--  	--  	
300820	英杰电气	10.00	85.88	8.59	94.47	94.47	0	0	--  	--  	--  	--  	--  	85.88	    46.56	0	 79.08	电气设备	四川	0.00	85.88	0	0	--  	949	949	31795	8965200	--  	33.50	300367360	          0.16	         13.60亿	         54.40亿	  0.00	      0	--  	--  	7	33.10	155.14	155.14	155.14	--  	         13.60亿	50.77	48.03	0.00	-- -- 				10.00	--  	--  	10.00	--  	--  	--  	--  	20200212	20200213	          0.63	--  	--  	7.68	5.08	--  	33.79	7.05	0.00	0.00	2.56	0.00	0.00	0.00	3.37	0.00	1.02	0.00	1.02	1.02	0.88	0.87	0.00	0.62	0.58	31703.00	           500	4.29万	0.00	0.00	          5.64	88.05	16.13	0.00	1.384㈢	         15.23	15.23	          0.00	          0.00	          0.98	         66.21	  17.24㈢	--  	         30.15	         25.99	--  	--  	300820	--  	--  	--  	
300624	万兴科技	10.00	94.29	9.43	103.72	103.72	0	0	--  	--  	--  	--  	--  	94.29	    63.49	0	 10.10	软件服务	西藏	0.00	94.29	0	0	--  	2040	2040	357	21158898	--  	0.17	3702804	          0.50	         46.95亿	         76.78亿	  0.00	      0	--  	--  	5	25.82	24.48	29.61	49.43	--  	         29.45亿	76.04	92.88	1.51	-- -- 				10.00	--  	--  	10.00	--  	--  	--  	--  	20200211	20180118	          0.81	--  	--  	8.58	7.19	         -0.28	19.49	5.12	1.42	0.03	0.90	0.11	0.32	3.58	5.15	0.35	0.92	0.16	0.92	0.87	0.91	0.72	2.90	0.55	-0.73	12508.00	          2497	23.55万	25.29	34.42	         10.68	139.43	14.91	0.26	1.130㈢	          8.83	0.00	          4.39	          3.56	          0.68	         83.83	  12.61㈢	         93.29	         17.89	         17.61	0.88	578	300624	--  	--  	--  	
300634	彩讯股份	10.00	23.90	2.39	26.29	26.29	0	0	--  	--  	--  	--  	--  	23.90	    80.09	0	  7.13	软件服务	深圳	0.00	23.90	0	0	--  	2511	2511	47671	6601400	--  	18.98	125327064	          2.01	         48.01亿	         95.60亿	  0.00	      0	--  	--  	2	19.51	21.26	36.18	32.34	--  	         16.21亿	57.67	60.30	1.30	-- -- 				10.00	--  	--  	10.00	--  	--  	--  	--  	20200121	20180323	          4.00	--  	--  	16.46	12.91	          0.46	18.78	10.00	2.23	0.17	2.27	0.45	3.89	4.69	4.97	2.73	0.98	0.16	1.04	0.93	0.90	0.71	3.97	-0.06	-4.89	18415.00	          3683	8.80万	8.78	-2.13	          7.41	-1577.13	19.25	0.33	0.224㈢	          3.23	0.00	          1.17	          0.99	         -0.02	         78.43	   6.94㈢	         45.10	         19.65	         18.03	0.79	1761	300634	--  	--  	--  	
300496	中科创达	10.00	73.70	7.37	81.07	81.07	0	0	--  	--  	--  	--  	--  	73.70	   143.29	0	  3.43	软件服务	北京	0.00	73.70	0	0	--  	2662	2662	597	21580800	--  	0.22	4839879	          2.83	        208.71亿	        296.65亿	  0.00	      0	--  	--  	2	4.69	42.28	63.41	63.27	--  	        171.47亿	136.98	180.55	1.63	MACD金叉				10.00	--  	--  	10.00	--  	--  	--  	--  	20191213	20151210	          4.03	--  	--  	28.09	17.04	          0.61	37.16	15.95	0.81	2.61	9.60	0.48	6.23	6.61	12.74	7.85	1.63	0.01	1.63	1.58	1.55	1.29	5.91	-0.15	-0.11	43087.00	          5400	39.80万	50.73	41.68	         17.43	-1942.17	23.28	0.12	0.390㈢	          4.23	4.23	          1.64	          1.47	         -0.04	         60.65	   9.11㈢	         38.42	         12.77	         12.19	1.34	3399	300496	--  	--  	--  	
002915	中欣氟材	10.00	31.10	3.11	34.21	34.21	0	0	--  	--  	--  	--  	--  	31.10	    83.76	0	  6.88	化工原料	浙江	0.00	31.10	0	0	--  	2668	2668	10763	9127200	--  	4.03	36820224	          0.34	         10.69亿	         44.21亿	  0.00	      0	--  	--  	5	21.86	10.13	20.96	16.09	--  	         10.69亿	88.39	122.28	1.19	EXPMA金叉				10.00	--  	--  	10.00	--  	--  	--  	--  	20200221	20171205	          1.42	--  	--  	15.86	8.99	--  	43.33	5.91	3.59	0.43	6.69	1.35	1.59	5.39	4.44	3.35	0.45	0.01	0.45	0.40	0.40	0.38	1.96	-0.21	-0.15	15818.00	          2173	6.76万	53.91	38.23	          4.52	-212.41	9.96	0.25	0.350㈢	          6.88	6.88	          3.79	          1.38	         -0.15	         56.67	   4.40㈢	         24.48	         10.06	          8.92	0.17	446	002915	--  	--  	--  	
002806	华锋股份	10.00	13.90	1.39	15.29	15.29	0	0	--  	--  	--  	--  	--  	13.90	   545.17	0	 12.45	元器件	广东	0.00	13.90	0	0	--  	1942	1942	8717	2969300	--  	4.49	13328293	          0.98	         13.57亿	         24.50亿	  0.00	      0	--  	--  	5	8.26	-1.49	4.35	0.07	--  	          7.73亿	41.96	31.35	0.75	-- -- 				10.00	--  	--  	10.00	--  	--  	--  	--  	20191029	20160726	          1.76	--  	--  	17.05	12.59	          0.17	25.15	5.24	3.01	1.25	3.90	1.25	2.43	8.24	4.41	3.46	0.05	0.00	0.05	0.04	0.03	-0.03	2.46	0.44	-0.20	19375.00	          2869	3.99万	-85.43	19.27	          1.95	55.40	5.55	0.58	0.019㈢	          7.15	0.00	          4.67	          1.40	          0.25	         73.88	   0.27㈢	         21.57	          1.12	          0.76	0.14	834	002806	--  	--  	--  	
002617	露笑科技	10.00	6.60	0.66	7.26	7.26	0	0	--  	--  	--  	--  	--  	6.60	    33.69	0	  7.75	电气设备	浙江	0.00	6.60	0	0	--  	36153	36153	51273	26247100	--  	1.42	37224200	         10.65	         70.29亿	         99.70亿	  0.00	      0	--  	--  	2	10.92	13.79	20.88	21.77	--  	         48.23亿	--  	--  	1.13	EXPMA金叉				10.00	--  	--  	10.00	--  	--  	--  	--  	20191031	20110920	         15.11	--  	--  	86.34	30.70	          0.08	64.35	38.24	37.87	0.95	33.39	4.19	17.93	19.00	18.46	13.95	2.10	0.34	2.09	2.21	2.22	1.33	-3.57	3.07	-0.42	36318.00	         20120	13.28万	71.43	-20.25	          3.46	32.51	5.40	0.00	0.170㈢	          1.91	1.91	          1.26	         -0.24	          0.20	         35.55	   7.23㈢	         24.41	         11.37	         12.02	0.22	1467	002617	--  	--  	--  	
002582	好想你	10.00	11.20	1.12	12.32	12.32	0	0	--  	--  	--  	--  	--  	11.20	    33.17	0	 17.39	食品	河南	0.00	11.20	0	0	--  	19615	19615	178180	24165700	--  	9.08	219517760	          3.74	         41.84亿	         57.76亿	  0.00	      0	--  	--  	6	7.28	17.15	40.00	33.49	--  	         28.11亿	37.89	44.58	0.98	-- -- 				10.00	--  	--  	10.00	--  	--  	--  	--  	20200213	20110520	          5.16	--  	--  	56.84	33.40	          0.01	41.21	26.21	11.63	2.80	20.58	7.86	2.92	22.29	40.41	28.77	1.73	0.11	1.69	1.29	1.31	0.73	6.33	6.77	5.58	29114.00	          8621	9.66万	21.24	13.44	          1.70	8.53	1.43	0.69	0.260㈢	          6.60	6.60	          4.32	          1.23	          1.31	         58.77	   3.91㈢	         28.80	          4.28	          3.23	0.29	3059	002582	--  	--  	--  	
002546	新联电子	10.00	4.20	0.42	4.62	4.62	0	0	--  	--  	--  	--  	--  	4.20	    23.88	0	 26.47	电气设备	江苏	0.00	4.20	0	0	--  	12333	12333	24622	5697801	--  	2.00	11375364	          7.82	         32.84亿	         35.03亿	  0.00	      0	--  	--  	6	5.26	0.72	9.66	1.20	--  	         16.93亿	21.56	22.42	0.92	-- -- 				10.00	--  	--  	10.00	--  	--  	--  	--  	20200116	20110211	          8.34	--  	--  	33.27	29.14	          0.70	10.32	28.31	2.44	0.49	3.29	1.24	3.06	12.26	4.65	3.10	1.25	0.69	1.28	1.09	1.10	0.52	7.37	0.43	-0.70	43000.00	          9377	3.94万	5.99	0.10	          1.20	81.16	7.54	2.86	0.132㈢	          3.49	0.00	          1.47	          0.88	          0.05	         87.58	   3.78㈢	         33.21	         26.94	         23.68	0.37	1083	002546	--  	--  	--  	
002305	南国置业	10.00	1.90	0.19	2.09	2.09	0	0	--  	--  	--  	--  	--  	1.90	    82.53	0	 36.60	区域地产	湖北	0.00	1.90	0	0	--  	23243	23243	2773	4857800	--  	0.12	579557	         17.32	         32.90亿	         32.95亿	  0.00	      0	--  	--  	2	1.60	-12.04	-9.52	-13.64	--  	         15.16亿	38.96	39.07	0.85	-- -- 				10.00	--  	--  	10.00	--  	--  	--  	--  	20191024	20091106	         17.34	--  	--  	239.76	44.67	          8.35	77.89	229.35	6.52	0.01	93.94	176.08	8.31	13.07	40.08	35.84	2.27	0.90	2.28	1.63	0.30	0.29	12.02	-1.73	0.89	53371.00	         14948	2.84万	0.78	126.32	          0.74	-19.06	0.82	2.63	0.017㈢	          2.58	0.00	          0.75	          0.69	         -0.10	         18.63	   0.67㈢	         10.59	          5.65	          0.75	--  	696	002305	--  	--  	--  	
